Lat,Long,Depth,Magnitude
7.32,92.41,37,4.2
25.6,88.87,10,3.2
37.24,71.75,223,4.5
38.17,73.39,244,4.6
29.17,76.82,10,3.6
36.32,70.94,81,5.3
36.48,71.5,250,4.1
37.8,72.5,80,3.5
36.92,71.65,212,4.3
34.3,96.5,150,4
35.2,97.18,10,4.6
8.68,94.17,72,4.2
2.65,99.12,130,4.5
37.31,71.18,90,5.3
39.44,73.19,10,4.9
35.3,96.68,20,5.2
25.73,90.53,10,3.7
24.6,96.74,40,4.6
36.61,71.59,200,4.8
37.79,72.61,100,4.4
39.53,76.29,10,4.1
27.95,87.77,10,4
33.52,67.13,40,4.8
33.25,69.97,34,5.6
36.86,71.37,116,6.3
36.9,70.29,200,5.2
37.1,61.5,80,4.8
36.67,70.66,200,3.8
28.33,87.44,5,4
25.14,95.29,22,3.6
32.34,76.64,5,3.2
8.9,93.68,50,5.3
7.7,93.47,70,4.8
26.54,93.9,30,3.4
36.45,71.13,130,4.3
2.28,90.27,15,4.5
4.8,95.92,70,4.7
31.66,78.33,10,4.5
24.9,92.13,5,3.1
25.91,90.37,10,3.9
21.3,94.76,26,4
31.75,78.42,5,3.5
31.61,78.61,5,2.4
4.59,92.87,10,5.1
24.9,93.29,5,3.1
29.74,80.59,10,3.4
31.58,78.22,5,3.4
36.53,70.38,150,4.1
31.53,78.19,5,3.6
10.75,93.99,130,4.2
26.38,93.45,10,3.7
23.4,94.36,95,4.2
10.1,93.23,108,5.1
32.9,67.88,40,4.6
2.8,97.52,25,5.3
36.54,70,205,4.1
31.5,77.71,12,2.4
36.54,70.89,200,4.2
28.7,68.5,20,4.7
36.51,70.65,98,4.6
36.46,70.2,150,4.2
27.6,97.49,23,5.2
29.46,81.59,10,4.4
24.51,95.27,140,4.6
23.98,93.82,76,4.7
36.38,70.66,285,4.3
38.6,76.14,50,4
30.77,78.98,10,4.1
30.78,78.8,10,3.5
36.15,78.53,10,4.9
34.52,78.44,10,4.2
36.23,72.7,226,4.2
13.6,92.31,10,4.6
26.47,92.44,60,4.8
36.1,70.37,120,4.4
26.45,96.65,110,4.2
30.84,78.23,10,3.8
36.64,71.43,232,4.1
32.54,76.24,10,4.1
37.16,71.22,97,4.7
36.48,70.14,135,4.6
31.42,77.6,10,3.3
38.44,94.3,10,4.9
17.77,96.11,10,5
18.3,95.93,10,4.9
29.84,69.95,10,5.1
27.59,88.39,14,4.4
25.3,94.57,92,3.1
35.8,78.81,10,4.3
22.14,94.1,31,4.3
27.57,87.89,10,4
27.39,87.9,10,4.3
24.61,94.25,56,4.5
10.11,93.9,108,4.3
37.39,71.1,200,4.1
23.98,93.96,95,4.5
7.82,94.15,10,4.7
32.86,76.5,6,3
36.95,71.22,250,4.3
23.78,94.67,140,4.5
26.5,93.5,25,3.8
36.78,70.7,250,4
35.56,69.4,95,4.2
36.49,66.4,33,4.3
32.74,76,5,3.1
21.77,95.1,10,3.8
37.29,72.7,233,3.8
19.32,96.29,10,4.9
30.6,66,10,4.2
27.75,84.83,10,4.4
14.5,92.69,20,4.2
36.65,71.26,315,4.7
28.91,77.7,9,3.8
19.58,98.11,10,4.2
36.72,70.63,300,4.3
30.96,96.86,10,4
28.85,77.4,20,2.8
13.41,93.39,17,4.3
13.15,92.51,31,5
15.88,94.28,10,4.1
11.39,93.18,91,4
14.7,96.39,16,5
36.57,70.81,250,4.6
29.9,77.17,10,3.5
35.52,74.62,176,4.1
35.75,70.11,138,4.1
32.33,84.12,10,4.1
36.84,68.97,33,4.8
36.65,70.63,193,4.1
27.42,75.8,10,3.9
28.16,87.72,70,3.5
38.21,71.26,76,4.5
2.38,99.63,249,4.9
12.58,75.59,10,3.3
29.51,78.54,38,3.2
13.9,93.15,80,4.3
29.47,69.32,10,4.5
15.43,94.1,28,4.4
38.3,73.61,181,5.3
36.35,71.27,303,4.1
18.74,94.66,10,4.5
19.14,73.19,17,3.1
36.93,71.76,233,4.2
25.98,65.83,10,4.2
33.45,76.36,10,2.7
38.4,68.41,38,4.6
11.3,91.76,52,4.6
36.7,72.13,230,3.8
36.31,70.14,333,4.8
30.56,66.14,10,4
26.15,90.89,11,3.7
39.14,73.67,331,4.6
36.36,70.98,215,4
35.55,81.28,10,4.8
36.31,69.21,107,4.9
34.58,73.96,10,4.3
34.7,73.63,33,4.3
25.44,90.34,10,3.4
36.47,70.47,150,4.2
11.81,78.4,6,3.6
5.42,93.45,10,5.1
36.57,70.96,262,4.5
36.45,70.6,200,4.1
36.1,69.86,200,4.1
32.32,76.33,10,3
25.28,94.28,57,3.9
32.38,76.39,10,3.7
24.91,95.29,154,4.1
29.32,77.82,10,3.3
36.72,70.96,287,4.2
38.1,73.34,243,4.5
1.45,98.46,35,5.2
34.23,72.1,30,3.9
32.33,76.36,5,3
29.68,89.8,20,3.6
36.53,71.41,200,4.2
30.3,87.38,15,4.1
30.25,87.87,10,4.7
32.5,67.96,50,4.5
31.85,68.24,10,3.7
37.18,70.93,220,4.2
34.45,91.88,20,5
36.34,70.48,200,4.1
34.1,70.42,30,3.7
23.29,62.87,50,4.2
35.14,81.22,10,5.4
19.44,73.23,10,2.8
7.54,91.66,50,5.1
24.17,82.39,10,3.2
31.4,94.99,5,3.8
23.73,96.15,5,3.9
36.7,70.87,200,4.4
20.77,85.3,16,3.5
30,60.61,10,4.7
36.6,70.76,38,4.2
26.67,90.96,10,3.9
30.96,77.98,8,2.8
2.38,96.23,35,4.6
2.57,96.25,35,4.6
13.62,93.3,10,4.4
32.84,96.97,15,3.7
37.11,71.69,290,4.2
37.83,73,257,3.9
32.57,76,27,3.4
17.71,80.87,10,3.6
36.73,71.42,100,4.1
21.28,84.91,10,3.6
15.43,95.81,10,4.1
7.41,92.86,15,4.7
23.85,94.86,95,4.3
25.64,91,10,3.7
24.77,94.84,83,4.2
33.36,88.74,25,4.5
30.4,79.9,10,3.2
1.76,97.16,25,5.3
36.54,70.54,325,4
30.1,70.74,10,4
39.81,73.93,100,4
25.84,92.2,10,4
32.74,76.15,5,2.6
27.78,75.69,5,3.3
36.48,69.82,200,4.2
10.63,91.6,10,5.5
10.97,91.51,10,4.1
10.42,91.6,10,4.4
27.53,87.95,5,3.6
24.45,91.47,94,3.9
37.65,72.16,190,3.9
38.6,73.35,190,3.6
24.97,62.88,5,4.2
36.69,70.99,262,4.3
22.42,87.67,10,4.1
35.76,68.18,10,3.8
34.19,85.12,10,4
38.4,73.67,100,3.7
37.28,72.1,150,4.2
27.47,75.79,5,3
36.61,70.68,115,4.4
31.2,74.4,10,4
23.36,82.46,10,4.1
24.77,95.35,163,4.4
36.49,71.31,238,4.2
39.39,76.88,10,5.1
39.7,76.67,339,4.7
26.57,94.85,35,3.6
32.84,75.92,10,3.3
1.28,97.25,10,5.4
32.89,75.76,9,3.1
36.88,71.13,200,4.3
36.7,71.66,321,4.1
28.62,76.74,10,3.9
28.57,76.76,10,3.8
36.1,71.11,337,4.1
23.7,94.62,100,4.2
36.61,70.99,128,4.9
36.45,76.61,70,4.1
28.57,76.82,10,3.4
26.4,89.96,10,5.8
18.88,77.28,5,2.5
35.98,69.78,33,3.9
26.43,90.1,10,3.9
26.5,90.4,10,3.5
36.15,71.19,207,5
6.99,94.53,68,5.1
36.77,71.33,214,4.6
31.76,78.45,10,3.4
36.54,70.82,289,4.3
24.84,94.49,36,3.6
39.25,71.29,10,4.7
36.58,70.68,100,3.6
31.51,74.13,13,3.6
37.16,71.89,313,4.2
30.58,77.27,10,3.5
25.89,90.9,10,4.4
25.67,90.87,10,4
4.39,97.83,10,5.3
36.37,71.27,331,3.9
34.33,81.3,10,4.8
36.42,71.27,304,4.3
12.91,92.17,10,4.9
36.35,69.72,200,4.1
34.67,84.4,10,3.9
9.4,93.63,50,4.6
25.47,67.6,10,4.3
19.61,76.9,20,2.8
36.9,71.58,125,4.3
19.3,95.76,10,4.5
28.84,81.54,10,4
28.8,81.6,10,4.2
28.8,81.54,5,3.4
35.96,67.92,35,4.2
28.8,81.47,3,3.3
35.93,70.21,81,4.4
37.37,71.46,120,4.2
36.78,74.8,80,3.8
36.29,70.53,208,5
37.95,72.34,135,4.6
7.82,95.77,202,4.2
18.85,95.49,10,4.2
26.18,92.75,58,3.6
1.28,92.82,10,4.8
39.1,69.74,10,4
38.81,72.34,36,4.3
36.45,70.58,33,3.7
4.41,94.54,10,4.4
39.71,72.28,10,4.5
34.6,84.78,10,4.3
38.25,75.74,150,4.1
4.22,96.25,50,5.1
30.74,78.7,5,3.1
26.25,61.65,10,4.4
36.76,71.18,300,3.9
4.79,96.29,69,4.9
34.42,89.6,10,4.8
6.8,92.55,10,4.2
2.33,99.19,86,5
38.46,73.95,125,5.4
38.23,72.96,130,4.2
39.36,70.37,10,4.1
34.18,74.2,10,3.2
37.6,71.71,10,3.4
31.63,78.4,5,2.9
37.98,70.25,500,4.3
30.38,87.76,10,4.6
36.61,70.27,200,4.2
36.5,71.3,10,4.2
30,96.1,10,3.3
24.7,95.6,15,4
18.86,95.46,10,4.2
9.5,94.36,10,4.6
35.27,78.32,10,4.1
34.61,78.38,10,5
30.43,87.66,10,4.4
27.37,88.56,10,2.8
36.41,77.62,10,3.5
30.35,87.76,10,4.5
36.47,71.42,396,4.3
30.3,95.5,10,4.1
34.42,84.3,10,4.2
33.9,89.7,10,3.8
20.2,76.6,10,3.1
19.32,94.85,10,3.4
32.3,89.81,10,4.4
36.28,70.9,238,3.9
24.14,94.36,34,3.8
30.55,88.11,10,3.5
6.89,96.31,38,4.5
28.36,97.33,74,3.9
38.19,69.82,33,4.5
19.87,77.16,10,3.1
23.98,93.4,96,4.9
32.32,69.37,10,3.9
37.57,71.71,40,3.8
29.77,80.63,10,4.7
37.52,72.43,225,4.3
19.98,72.73,10,3.5
27.27,65.52,10,4.4
35.9,81.8,10,4.4
36.31,70.5,198,4.2
35.13,69.54,93,5.3
34.5,84.16,10,4.5
6.39,93.68,56,4.6
36.8,67.7,10,4.6
37.19,72.4,305,4.3
0.5,99.52,70,5.1
6.91,94.75,10,4.2
7.43,94.61,10,3.9
17.2,73.92,10,2.8
20.92,94.25,34,4.3
37.21,69.57,255,4.6
23.45,94.41,10,3.3
20.48,94.25,10,3.6
34.47,84.27,10,4.5
5.29,95.37,49,5.2
17.31,73.76,4,2.4
29.1,66.3,10,4.2
36.32,70.4,312,4
19.86,72.74,5,3.2
28.7,97.73,10,4
36.48,67.82,33,4.1
36.51,70.79,313,3.9
24.35,94.67,135,3.8
27.59,96.96,10,5.6
35.94,68.5,33,5
2.2,99.72,172,4.3
23.19,94.4,70,3.9
32.91,78.78,10,3.8
0.57,97.1,10,5.9
36.1,69.41,250,4.2
31.56,77.66,10,2.6
35.37,70.61,128,4.8
28.16,92.62,10,4.8
19.92,72.85,5,2.9
19.89,72.94,5,2.8
19.89,72.87,5,3
39.9,73.81,288,3.9
30.19,70.13,10,3.6
36.47,70.24,250,4.1
30.84,78.19,5,2.9
24.3,94.67,10,3.7
34.55,70.46,10,3.8
19.92,72.66,10,3
24.27,96.83,10,3
1.15,96.83,10,4.7
39.5,70.8,10,4.3
19.97,72.83,10,3
36.58,70.1,200,4.2
36.8,69.84,100,4
36.62,70.79,176,4.3
19.1,72.69,5,2.5
19.87,72.22,9,2.6
39.92,63.84,10,4.5
1.74,97.14,10,5.1
38.28,74.16,200,4.6
23.61,93.82,15,3
25.34,94.31,30,3.4
29.66,69.82,10,4.6
8.2,94.84,120,4.6
27.36,87.97,10,3.5
39.31,75.38,10,4.3
29.75,99.57,32,5.1
29.7,99.36,25,4.6
36.67,70.41,200,4.6
37.54,71.22,10,4.4
36.8,70.24,103,4.9
19.1,72.81,10,3.1
28.69,77.42,19,2.6
27.77,94.14,5,3.3
32.63,78.99,30,3.2
36.38,71.5,218,4.8
29.91,67.38,10,4.3
29.95,67.48,10,3.8
36.7,70.55,150,3.6
20.1,72.79,19,2.9
35.72,81.3,10,4.4
19.73,72.53,10,2.8
36.99,71.99,200,3.7
39.53,74.37,20,5.2
39.38,75.7,10,4.5
28.9,77.7,10,2.7
4.25,94.5,75,4.5
33.7,75.82,10,2.9
38.78,71.73,181,4.3
27.2,65.5,10,4.2
27.72,85.69,10,3.8
27.73,96.74,10,4
36.68,75.26,10,3.1
30.36,87.7,10,5.5
30.26,87.72,10,3.8
26.56,96.9,134,4.8
30.62,87.8,10,4.1
23.13,94.25,10,2.9
32.96,74.13,28,3
7.96,93.13,40,4.2
23.38,94.49,90,4.6
38.31,75.96,150,3.8
26.94,92.59,26,3.1
27.76,93.31,5,3.2
12.85,93.53,36,4.4
1.48,97.2,30,5.1
35.92,78.56,15,3.1
20,72.69,19,3
36.63,70.76,200,4.2
38.44,74.2,125,4.1
38.2,69.31,10,4
21.58,93.66,50,4.1
7.1,92.68,10,4.3
5.9,94.97,44,5.1
36.53,70.53,200,4.5
36.8,69.89,80,4.4
3.55,64.18,10,4
11.69,92.73,7,4.5
35.97,71.54,115,4.6
29.74,80.47,10,3.3
39.94,77.59,38,5.1
36.37,69.35,200,4.3
34.66,78.43,10,4.1
27.34,88.4,8,3.1
26.66,99.4,10,4.3
28.38,99.97,10,4.1
36.78,70.74,132,4.2
3.47,96,64,5.3
31.97,68.88,30,4.3
34.13,78.33,30,4.5
34.8,74.91,10,3.5
2.59,95.97,10,4.4
13.8,91.67,21,4.4
39.35,75.51,20,5.2
32.67,75.94,4,3.5
29.6,76.93,5,2.9
39.49,75.37,10,4.2
36.75,71.56,158,4.4
38.88,70.65,102,4.3
38.86,71.8,10,4.5
38.65,71.39,10,4.6
23.91,64.46,10,4.8
32.85,87.44,10,4.3
1.5,98.75,15,5.2
24.44,97.1,10,4.9
27,88.88,10,3.9
7.2,94.59,80,5.6
38.68,89.7,39,4.3
39.52,73.48,10,4.5
14.2,93.3,23,4.7
27.34,88.5,8,2.9
26.27,93.25,6,3.6
36.52,71.1,169,4.1
37.55,71.8,194,4.2
30.1,95.8,10,4.7
20.1,72.98,10,3.8
30.44,87.67,10,5
30.56,87.76,10,4.7
19.78,72.71,7,3.1
38.65,68.87,10,4
32.47,76.39,10,3.6
27.24,86.96,3,4.2
19.9,72.79,3,3.6
36.32,70.86,247,4.2
24,94.89,11,4.2
24.28,93.91,37,4.6
36.48,70.51,266,4.3
36.38,70.42,49,4.4
37.27,70.5,210,4.5
1.9,97.68,51,4.8
24.84,94.26,66,4.5
38.5,69.96,38,4.3
4.54,62.4,17,4.3
25.26,92.5,5,3.7
24.31,94.11,73,4.6
1.53,95.12,16,4.5
18.47,95.93,18,4.5
37.18,71.9,180,4.6
2.8,95.79,35,4.4
23.79,94.22,9,4.1
30.8,78.39,5,2.9
30.79,78.44,6,3.7
20.1,72.82,16,3.4
31.72,97.94,10,4.5
20.2,72.81,5,3.6
19.95,72.78,7,2.8
20.7,72.75,14,3.1
19.98,72.85,6,3.6
19.92,72.76,9,3.7
19.99,72.78,11,3.5
36.17,71.2,288,4.2
36.4,70.69,179,6.1
25.44,95.48,100,4.2
24.83,94.7,125,4.4
36.55,71.5,100,4.1
38.56,73.98,130,4.5
38.63,69.69,10,4.4
29.4,77.13,10,2.9
37.51,72.38,262,4.3
19.88,72.95,5,2.5
36.32,71.2,100,4.1
32.41,76.45,5,3.3
32.38,76.46,5,3.3
32.34,76.41,5,3.6
36.72,70.79,180,4.7
32.32,76.41,5,2.8
35.36,74.6,30,4.2
32.26,76.38,5,3.6
35.3,74.7,32,5.6
35.1,74.11,10,4
37.4,70.46,200,4.1
29.6,87.41,10,3.8
23.66,94.51,25,3.7
36.78,70.18,200,4.2
35.12,73.85,10,4.1
29.23,87.24,10,3.8
26.16,97.33,6,4
19.96,72.8,10,3.1
28.22,76.35,5,3.8
24.78,92.73,15,3.3
5.53,95.88,67,4.6
27.57,96.71,10,5.2
36.92,71.32,150,4.1
14.48,85.69,19,4.8
36.86,70.99,200,4.2
13.41,91.65,9,4.3
19.95,72.73,10,3.1
32.33,76.44,10,3.7
19.95,72.82,10,3.3
19.94,72.78,10,3.2
25.46,96.32,50,3.8
22.41,92.84,14,4.7
18.3,94.79,21,4
33.41,76.74,10,4
2.29,96.38,10,4.4
38.31,75.22,37,4.4
38.74,68.77,10,4.5
28.94,77.31,8,3.8
38.83,98.4,10,4.9
19.96,72.82,10,3.2
19.94,72.67,10,3.1
19.93,72.82,10,3.7
19.16,99.54,26,4.6
22.78,82.2,10,3.3
6.89,93.68,71,4.6
32.25,78.51,10,3.5
36.85,71.85,265,4
36.7,70.37,100,4
10.23,93.82,15,4.2
28.33,69.14,5,4.2
36.37,70.7,10,4.4
24.3,90.4,10,3.6
7.22,94.49,100,4.7
7.53,94.16,10,4.7
35.59,76.47,10,3.2
36.75,70.91,265,3.7
19.96,72.74,10,3
19.88,72.9,10,4.1
32.7,76.6,5,3.1
28.81,66.98,10,4.1
2.7,89.43,10,4.5
35.79,70.15,10,4
4.1,93.42,10,4.1
30.56,87.8,10,4.3
28.55,69.36,10,4.1
39,69.67,10,5.1
31.77,78.34,10,2.5
19.99,72.82,10,2.9
37.57,72.28,232,4.2
5.28,94.33,15,4.2
19.99,72.78,10,2.7
10.19,92.58,10,4.3
19.98,72.82,10,3.4
11.81,93.57,114,4.5
36.35,71.3,225,4
2.1,98.3,50,5.6
1.34,98.93,107,5.7
36.48,69.81,150,4.8
36.47,70.85,110,4.1
23.5,93.93,70,4.1
26.6,93.42,39,3.1
24.96,92.64,23,2.9
36.48,68.41,50,4.6
26.13,97.22,10,3.7
5.14,94.53,19,4.4
19.86,72.93,10,2.9
36.31,71.24,123,4.6
37.3,71.84,286,4.2
36.6,70.61,208,4.3
7.53,95.54,200,4
29.71,67.29,10,5.1
24.6,94.53,94,4
24.15,94.64,100,3.1
27.69,77.26,14,3.8
36.77,70.7,268,4.7
21.9,94.38,21,4.6
36.46,71.11,100,4.2
11.96,92.72,55,4.8
31.2,69.81,10,4.7
23.2,94.7,10,4
25.76,90.91,10,4.2
36.78,70.69,90,4.6
13.95,92.99,10,5.4
13.9,93.5,10,5.2
33.85,96.77,10,4
22.33,94.8,80,3.8
30.99,69.7,80,4.8
24.33,93.38,13,4.6
23.1,98.53,15,4.2
20.74,93.73,35,4.1
2.67,89.37,15,4.5
32.12,60.14,10,4.3
18.58,94.32,60,4
31.1,69.76,10,3.8
38.39,91.4,25,5
38.9,90.12,66,4.1
30.19,82.3,10,2.5
11.72,95.1,10,5.1
36.42,70.92,238,3.9
25.36,95.56,115,4.1
39.5,70.46,177,4.4
20.1,72.96,5,3.2
8.42,93.66,130,4.4
7.45,94.53,67,5
8.46,93.87,64,5
8.9,94.8,10,4.8
7.44,94.1,10,4.8
7.41,94.16,10,4.4
7.65,94.22,10,5.1
7.72,94.38,10,4.4
7.62,94.46,10,4.4
7.23,94.16,10,4
7.83,94.31,10,4.6
7.6,94.48,10,4.3
6.76,94.35,10,4.3
7.58,94.27,10,4.4
7.46,94.18,10,4.5
7.64,94.6,10,4.2
7.6,94.27,10,4.1
7.43,94.34,10,4.2
7.39,94.45,10,4.4
7.55,94.14,10,4.7
7.24,94.25,10,4
7.48,94.29,10,4.2
7.39,94.52,10,4.6
7.58,94.46,10,4.2
7.11,94.38,10,4
7.41,94.37,10,4.1
7.72,94.48,10,4.1
7.74,94.45,10,4.7
7.48,94.2,10,3.9
7.44,94.42,10,4.9
7.33,93.43,10,4.2
7.7,94.34,10,4.4
7.49,94.39,10,4.6
7.24,93.94,10,3.7
7.33,94.23,10,4.1
7.57,94.35,10,5.2
26.87,91.91,10,3.4
7.33,94.29,10,3.9
7.49,94.4,10,4.6
7.49,94.3,10,4.2
7.3,94.22,10,3.9
7.37,94.3,10,4.2
7.38,94.31,10,4.2
7.51,94.25,10,4.1
20.35,72.71,5,3.3
20.7,72.28,5,3.5
37.44,72.14,10,4
25.43,94.41,60,5.2
30.79,70.2,10,4.3
6.98,94.53,10,4.2
26.33,91.52,39,3
20.8,72.91,5,2.7
7.39,94.31,10,4.5
7.39,94.48,10,4.7
36.72,70.32,10,4
13.13,95.42,10,5
21.35,76.29,10,3.5
19.77,72.2,10,3.4
37.45,72.98,10,3.8
7.52,94.44,10,4.1
28.73,76.73,5,3.3
7.53,94.26,10,4.3
7.64,94.23,35,5.1
7.39,94.16,10,4.5
11.7,93.47,40,3.7
7.78,94.26,10,5
7.64,94.23,10,4.9
7.21,94.26,10,4.1
10.56,93.78,10,3.8
30.41,87.71,10,4.2
11.6,93.9,71,4.6
27.51,88.37,10,3.5
7.23,94.46,10,4.7
7.21,94.4,10,4.1
30.95,78.22,10,3.1
7.33,94.43,10,5.2
7.33,94.43,10,4.8
7.18,94.57,10,4.2
7.9,94.44,10,4.3
37.66,75.12,10,3.9
7.17,94.36,10,5
14.13,93.1,10,4.2
7.19,94.52,10,4.3
7.42,94.34,10,4.3
7.23,94.59,40,4.4
32.39,89.28,10,4.3
29.61,81.43,10,3.9
23.56,93.47,42,4.5
12.47,93.63,10,4.1
2.45,95.53,10,4
37.39,71.78,95,3.8
36.8,68.1,35,4.2
2.94,96.17,35,4.1
36.39,71.21,238,4
3.29,93.15,10,4
37.31,72.26,296,4
36.41,70.38,10,4.2
7.66,94.4,10,5
7.6,94.33,10,5
7.53,94.41,10,4.5
20.52,94.19,60,4.1
2.69,98.97,10,4.1
36.49,71.5,281,4.1
30.7,79.88,10,3.2
21.54,61.98,10,4.6
37.43,71.67,10,3.8
3.51,97.64,85,4.3
10.23,92.54,10,4.1
28.42,94.62,10,5.9
27.77,85.9,25,4.6
34.83,82.54,10,4.4
10.95,91.69,10,4
23.65,95.19,35,4.4
6.66,60.33,10,4.3
26.49,93.8,32,4.2
23.86,95.71,10,4.1
39.14,97.39,19,5.1
0.8,98.56,50,4.3
33.88,90.58,10,4.1
39.21,73.78,10,4.5
32.1,83.69,10,3.9
33.58,81.17,10,4.1
23.1,94.89,10,4.4
7.48,94.59,60,4.4
37.14,71.3,90,4.3
37.41,72.11,210,4.1
31.33,77.8,10,4.2
27.42,74.91,10,3
30.91,78.29,10,3.1
36.37,68.36,40,4.4
26.22,95.81,85,5.3
2.56,95.61,10,4.2
19.78,90.84,35,4.9
12.6,93.31,80,4.3
10.74,93.59,70,4.5
3.74,92.61,10,4.4
25.56,91.25,9,3
28.89,81.58,30,4.3
20.7,72.82,5,2.6
29.9,68.3,10,4.4
2.1,96.37,10,4.3
7.48,94.33,10,4.8
27.94,84.76,11,4.5
7.52,94.4,10,4.4
7.78,94.36,10,4.3
7.49,94.25,10,4.3
7.51,94.49,12,4.2
7.57,94.5,14,4.5
7.69,94.36,10,4.9
30.55,79.32,10,3.8
39.68,75.7,35,4.1
38.88,74.95,38,4.4
7.55,94.9,8,3.9
36.32,71.7,99,4.1
7.48,94.49,10,4.2
36.3,71.25,102,4.2
7.51,94.15,9,4.4
3.35,64.21,10,4.4
38.41,73.7,130,4.1
13.84,92.94,30,5.9
25.7,95.3,95,4.2
1.22,98.85,107,4.6
20.8,72.98,3,3.1
10.69,91.44,10,4
13.87,92.93,10,4.8
10.77,91.76,10,4.6
27.61,86.34,8,4.3
8.49,93.5,14,4.3
29.57,81.49,37,4
30.4,87.61,10,4.5
30.34,87.53,4,4.6
8.85,93.83,10,4.5
23.21,86.89,8,4.6
36.53,70.39,220,4.3
36.46,68.16,33,4
36.45,71.14,215,4.1
6.38,93.74,35,4.9
23.94,94.77,93,4.4
19.8,72.47,11,3
36,70.86,99,4.2
36.52,71.19,211,4.1
34.5,82.1,10,4.1
1.18,97.16,30,4.3
36.89,75.83,35,4.4
0.58,98.73,40,5.6
3.67,96.89,40,4.6
0.44,97.46,20,5.8
0.38,97.79,10,5.7
24.98,94.97,66,4.5
27.62,65.67,15,4.8
27.74,65.81,25,4.3
24.29,72.75,10,4.1
38.25,73.91,115,4.5
4.21,97.51,160,4.3
29.6,77.74,10,2.8
1.36,96.9,10,4.5
37.51,72.2,130,4.4
32.78,71.2,30,4.2
37.61,96.43,10,4.3
34.89,72.72,10,5.2
36.98,71.68,180,4.2
5.92,60.59,10,4.6
5.84,60.81,10,4.3
29.34,81.33,15,3.3
5.83,60.67,10,4.8
27.88,93.26,15,3.7
29.27,80.52,10,3.1
36.73,71.19,200,4.2
36.57,71.3,200,4.2
17.1,93.95,10,3.8
36.17,70.83,237,4.1
34.63,71.54,27,4.5
28.22,87.22,60,4.5
12.29,92.63,30,4.9
17.85,96.14,15,3.8
36.73,71.28,180,4.2
6.63,93.49,35,4.7
25.31,85.11,38,3.7
17.9,73.85,15,4.1
17.21,73.84,10,3.1
17.16,73.84,15,3.1
36.63,71.19,193,4.2
19.85,78.15,7,3.6
25.81,95.96,130,4.2
1.26,91.85,10,4.7
9.94,93.96,10,4.3
38.6,74.1,95,4
21.45,85,10,3.1
31.51,69.99,15,4.2
36.4,70.35,215,4.3
38.9,72.8,115,4.1
36.78,70.95,95,4.2
36.54,70.91,136,4.5
4.2,96.7,70,4.2
1.41,97.92,20,4.5
36.79,71.29,144,4.2
36.9,70.3,6,4.3
33.63,82.9,15,4.6
26.35,65.98,10,4.1
31.26,66.75,10,3.9
3.89,95.9,10,4
2.15,96.7,30,4.8
27.47,93.7,10,3.3
36.4,70.67,200,4.8
36.45,70.78,200,4.4
38.76,70.35,10,4
25.19,95.61,34,4.2
23.9,88.67,10,4
28.4,75.77,10,3.7
0.32,98.57,33,4.2
24.64,93.4,14,3.3
26.45,93.33,10,3.5
21,94.65,100,4.5
36.67,70.93,200,4.2
32.98,76.18,10,3.6
26.36,92.96,50,3.4
32.92,76.5,10,3.6
33.7,76.21,8,4.6
36.51,70.59,180,4.3
4.77,61.82,10,4.6
37.39,72.7,190,4.3
32.93,76.2,10,4.6
33.9,76.35,5,3.2
32.8,76.6,10,2.8
24.94,94.15,34,3.2
32.84,75.49,7,3.2
16.18,95.13,10,4.4
36.71,70.95,220,4.4
30.33,79.63,6,3.7
36.63,70.69,250,4.8
36.22,84.1,10,4.3
36.53,70.81,100,4.2
36.11,68.86,50,4.2
39.54,77.19,10,4.1
4.77,94.85,50,4.3
32.5,79.26,26,3.2
38.44,99.99,20,5.1
29.48,80.6,10,4.3
14.5,93.59,35,3.8
28.36,84.7,6,4.4
36.56,70.8,190,4.1
25.93,90.82,10,3.2
19.7,73.4,3,3.5
36.61,71.83,236,4.3
38.79,70.51,10,4.2
19.98,72.8,14,3.2
18.67,60.1,10,4.1
2.5,95.49,10,4
24.17,93.65,20,3.9
36.3,68.43,30,5
19.89,72.75,10,3.7
36.68,71.1,200,4.4
28.45,84.38,15,4.1
26.41,92.32,10,2.7
3.68,64.21,10,4.4
29.28,94.97,10,4
25.87,90.49,10,3.2
19.95,72.65,10,3
33.17,73.73,10,5.9
33.17,73.97,10,3.8
36.64,70.88,220,4.4
33.5,73.82,10,3.9
32.72,73.61,10,3.7
34.43,71.43,100,3.7
32.1,73.68,10,3.4
32.92,73.72,10,3.5
33,73.79,10,3.5
34.59,73.85,10,3.7
32.2,78.86,10,3.2
38.71,73.53,50,4.5
32.88,73.74,10,4.7
28.24,84.48,10,4.1
26,90.58,10,3.2
37.93,88.66,10,4.7
23.61,94.43,15,3.5
11.6,91.72,10,4.6
10.92,91.74,10,4
37.94,89.1,10,4.8
32.94,73.69,5,3.5
29.89,81.55,10,4.1
35.96,70.3,100,4.4
10.98,91.65,10,4.6
26.74,92.45,28,3.4
4.5,64.42,35,5.3
3.89,64.3,10,4.6
37.33,72.2,50,3.7
36.83,70.86,200,4.1
3.67,64.28,10,4.5
1.3,66.7,10,4.2
30.46,79.31,4,3.3
36.49,70.2,225,4.3
3.44,64.8,10,4.7
3.35,64.16,10,4.2
3.49,64.7,10,4.4
5.5,94.9,65,4.5
38.21,73.52,161,4.1
1.1,99.3,106,4.3
24.93,94.16,51,4.8
37.52,72.14,201,4.5
