Lat,Long,Depth,Magnitude
31.5,76.99,10,3.7
36.94,70.54,30,4
25.71,89.5,18,4.1
35.4,70.6,98,4.4
36.93,71.67,175,4.5
27.73,86.7,10,4.7
28.61,86.92,10,4
17.2,73.71,5,1.4C
17.31,73.69,5,1.6C
17.33,73.69,5,1.9C
17.33,73.72,5,1.1C
17.31,73.74,5,1.6C
5.7,93.16,10,5.2
17.17,73.78,5,3.9
18.71,84.39,10,4.4
36.76,71.21,150,4
37.21,71.57,120,4.2
29.65,95.54,10,4.4
36.69,71.7,230,4.2
35.88,69.47,70,4
32.9,66.94,10,4.2
25.75,89.6,10,4.1
17.12,73.81,5,1.0C
13.83,92.84,18,4
24.8,95.31,117,4.3
17.2,73.77,5,1.8C
27.57,85.59,10,4.2
35.73,78.39,80,4
38.31,73.39,130,4.8
28.24,87.16,15,3.9
36.54,71.17,214,4.9
27.51,86.15,10,4
38.34,68.44,10,3.8
17.17,73.78,5,1.6C
30,79.65,6,3.5
17.34,73.76,5,1.3C
27.61,75.68,10,4.3
36.7,70.56,80,5
37.57,71.36,70,4.1
36.28,69.82,200,4.1
26.23,92.8,17,4
35.83,78.21,194,4.1
26.19,92.79,38,3.5
23.22,93.55,86,3.2
36.76,71.4,150,4.5
28.21,87.74,85,3.6
36.74,70.75,218,4.4
36.55,71.36,70,4
36.84,71.87,227,4.2
36.1,70.37,82,5.5
37.43,71.4,124,4.1
29.8,80.55,5,3.1
28.58,76.26,10,3.3
17.15,73.76,11,1.6C
35.67,78.83,10,4.6
1.77,96.65,33,4.9
35.31,78.97,33,4.8
28.8,86.28,10,3.5
19.3,72.48,10,2.9
17.8,73.65,10,1.0C
17.27,73.71,10,1.4C
37.92,78.81,33,4.2
24.64,94.57,80,4.7
17.12,73.94,15,1.1C
23.9,93.95,73,3.3
23.25,93.72,102,3.7
7.6,94.44,33,4.7
37.5,71.58,200,3.9
17.15,73.74,10,1.4C
17.54,73.85,10,1.8C
27.65,85.3,10,4.1
23.9,94.36,115,4.6
37.1,70.98,100,4.7
13.2,92.5,39,4.1
36.57,71.16,250,4
37.38,71.81,150,4
37.1,78.96,33,4.5
37.29,71.76,190,3.7
36.48,70.75,90,4.6
26.52,91.72,33,4.1
23.9,94.46,33,4
24.42,94.67,100,4
36.25,70.98,120,3.8
28.48,69.32,10,3.8
37.27,72.36,271,4.5
7.26,92.31,49,3.2
7.33,92.38,15,3.3
17.44,73.68,6,2.0C
21.7,94.11,90,3.7
17.31,73.9,13,1.1C
29.82,80.56,10,4.6
27.81,85.82,10,4.1
30.64,69.58,10,4.3
10.2,93.97,99,3.4
17.19,73.8,7,1.3C
36.45,71.53,373,4.7
22.27,93.36,40,4.6
36.72,71.8,220,4.6
31.46,98.88,10,4.2
36.23,71.64,100,3.8
35.98,70.73,261,4.6
27.56,86.9,10,4.2
27.31,85.93,10,3.9
31.55,86.52,10,3.7
28.87,76.68,13,3
27.92,85.1,10,3.5
27.6,86.5,10,3.7
28.79,85.11,10,3.3
36.8,70.82,320,4.8
31.49,77.5,10,3.6
4.8,95.95,182,4.9
28.57,86.32,10,3.7
37.85,79.21,10,3.9
36.38,70.2,200,4.8
28.62,77.18,5,3.3
28.57,86.27,10,4.6
27.23,88.65,13,3.9
24.26,96.29,40,4.4
24.86,94.16,20,4.2
34.88,99.19,10,5
35.74,69.75,110,4
28.95,86.28,10,3.8
36.7,70.4,165,4.9
35.81,69.9,120,4.3
24.75,94.4,38,4.3
36.42,70.57,150,4.3
1.46,97.3,10,4.9
29.67,80.42,5,3.3
28.65,63.75,50,4.9
36.15,70.51,214,3.9
37.49,71.94,108,4.3
27.33,65.5,20,4.5
3.15,99.5,150,4.9
36.1,69.23,100,3.9
31.6,95.44,585,4
29.58,70.6,10,5.5
29.27,70.44,10,4.5
29.49,70.36,30,4
29.55,70.5,10,3.8
29.53,70.7,10,3.7
29.66,69.75,10,3.7
29.6,70.23,5,4
29.62,70.24,5,3.5
36.25,78.15,100,4.6
2.1,93.7,30,5.2
30.13,80.33,20,3.8
36.5,70.68,177,7.5
36.58,70.11,10,5.2
36.22,70.57,200,4.2
36.36,70.4,200,4.2
35.4,69.54,200,4
36.56,69.86,200,4.5
36.44,70,200,4.4
35.99,69.9,100,3.8
36.64,70.1,100,3.9
36.42,69.61,100,4
30.83,99.3,10,5
36.53,69.96,200,4
36.53,69.98,200,3.8
35.96,70.2,200,3.7
36.29,70.13,150,3.8
36.1,69.84,150,4
36.11,70,200,4.3
36.39,70.7,200,4.9
27.21,65.83,10,5.4
24.56,94.94,20,4.4
36.69,69.91,200,3.8
36.42,70.5,200,4.4
36.72,70.61,300,4.1
27.49,65.3,10,4.5
36.7,70.12,200,4
36.21,70.64,200,4.3
36.48,70.14,200,4.5
36.59,70,200,4.2
36.11,69.92,200,4.1
36.61,70.31,200,4.2
24.17,93.12,10,4.1
35.47,70.77,17,3.9
24.58,92.39,10,5.1
36.58,68.95,10,4
25.63,99.1,10,5.4
36.7,70.48,200,4
25.76,92.18,10,3.2
36.74,70.31,150,4.3
36.56,70.58,316,4.9
32.9,69.12,33,5.1
32.2,68.79,33,4.6
28.83,76.69,10,3.2
20.43,73,18,3
0.95,97.34,33,5.4
36.83,70.24,199,4.3
31.7,74.32,24,3.5
36.56,70.36,200,3.8
23.64,94.42,132,3.9
0.98,98.91,84,6
6.35,95.2,7,5.2
6.61,95.2,20,4.8
7.12,94.52,10,4.7
6.95,94.36,10,5
6.34,94.9,10,5.1
27.82,66.66,10,4.5
36.32,70.1,200,4
6.57,94.81,35,5.8
6.94,94.61,10,5
6.43,94.25,10,4.7
6.94,94.41,10,4.8
6.34,94.76,10,5
6.23,94.84,10,5
6.67,94.67,10,5.5
24.61,94.53,101,3.6
29.82,80.66,10,3.2
6.73,94.51,10,5.1
38.37,75.15,117,4.1
13.54,93.49,29,3.5
36.47,70.13,265,4.9
24.72,94.73,92,4.3
36.34,70.37,130,3.6
36.51,71.7,362,4.5
37.15,71.74,100,4.6
31.98,95.15,10,4.1
36.61,70.18,200,4.6
29.73,80.72,6,3.5
39.9,77.32,10,4.1
27.68,85.6,10,4.9
39.61,75.78,16,4.2
32.68,76.36,10,3.7
21.88,72.8,41,2.5
37.32,71.53,150,4.5
36.11,71.47,119,5.8
36.98,71.27,200,4.1
36.59,71.68,100,4.2
30.13,63.41,10,4.8
27.92,84.78,10,4.1
29.61,90.2,142,4.6
26.42,92.97,36,4.7
36.43,71.59,76,4.3
22.39,94.38,10,5.3
39.48,72.93,15,3.9
34.97,73.89,10,5
3.93,96.77,83,4.8
10.69,91.49,11,4.5
12.55,93.84,34,3.6
30.62,79.68,14,4
36.61,71.46,125,3.8
34.94,69.72,80,3.8
36.26,68.64,100,4.4
2.1,96.27,30,4.8
18.62,71.49,10,4.3
36.28,69.82,296,4.5
28.8,76.87,5,3.4
37.46,72.17,50,4.2
38.6,72.77,20,6.8
38.62,72.2,50,4.7
36.17,70.27,120,4.8
39.1,72.88,20,5
38.87,72.42,72,5.3
38.4,72.35,10,4.7
38.75,72.46,10,4.4
38.67,71.79,15,4
38.83,72.91,10,4.7
39.87,74.4,15,4.6
37.97,72.75,10,4.3
38.93,73.75,200,4.9
38.52,73.2,10,4.1
5.31,95.42,10,4.9
38.35,71.79,10,4.1
38.99,72.21,10,4.2
38.88,72.93,10,4
38.86,73.96,10,4
37.87,71.14,10,4.5
39.15,73.13,10,4
38.41,71.94,10,3.8
38.64,72.45,10,4.8
39.35,73.89,15,4.1
36.58,70.8,200,4.3
35.7,70.7,200,4.5
29,77.2,10,3.1
39.12,73.67,10,4
29.91,95.69,10,4
24.6,95.39,109,4.2
26.37,93.33,30,3.6
38.92,73.6,10,4.4
36.18,70.84,200,4.2
27.28,97.4,17,3.4
24.17,86.56,10,4.2
36.75,71.28,170,4.4
12.71,93.63,70,4.2
34.41,82.59,10,4.3
9.7,93.58,50,4
38.15,73.46,10,3.8
38.75,71.56,50,3.9
29.17,81.42,13,5.1
2.12,90.78,10,4.6
2.83,96.4,10,4.9
38.15,79.85,40,4.4
25.1,90.43,10,3.8
26.28,93.7,35,4.2
25.68,94.92,30,4.2
37.68,71.79,10,4
26.25,90.91,20,3
36.44,70.1,184,6.8
29.25,81.52,10,3.7
25.62,91.82,5,2.4
7.65,91.46,60,4.5
38.68,73.16,10,4.5
36.35,69.76,200,4.2
35.67,70.64,50,3.9
27.2,92.91,10,3.7
35.54,72.83,50,4.6
35.54,67.44,40,3.9
36.52,70.62,200,4.9
30.23,79.59,10,3.3
17.38,73.64,5,4.1
24.94,91.57,10,3.7
8.19,94.4,40,4.2
29.84,80.37,10,3.3
38.36,72.72,15,4.1
36.46,70.12,166,4.8
36.66,70.62,149,5.5
24.84,93.47,28,6.6
12.35,93.63,59,4.1
25.33,93.18,3,3.2
24.8,93.48,77,3.6
4.57,96.28,33,4.8
24.1,93.37,68,4.1
27.9,92.91,7,3.8
36.5,70.55,200,4.1
36.64,70.79,175,5.2
27.99,81.13,31,2.9
36.71,70.93,170,4
27.66,85.61,10,3.7
35.98,69.4,100,3.8
37.8,71.1,80,3.7
36.21,70.9,223,5.9
0.67,92.23,10,5.1
36.59,71.21,94,4.3
38.84,68.29,10,3.7
32.78,91.38,10,4.9
38.89,73.17,20,4.9
29.64,88.18,10,3.5
2.69,94.84,33,4.8
36.34,70.6,235,3.8
36.18,71.2,169,3.5
36.11,70.3,33,3.5
24.88,92.39,24,3.3
11.52,92.79,59,4.5
36.5,69.94,171,4.8
36.6,69.22,33,4.6
39.11,73.2,10,3.6
37.1,70.94,92,5.1
37.46,72.13,243,4.4
26.37,93.9,10,3.2
24.26,94.56,115,4.4
26.7,62.58,33,3.5
2.91,96.75,10,5.5
2.72,96.77,4,4.1
27.97,85.1,10,4.4
35.94,70.8,128,4.6
36.71,71.21,82,5.1
36.5,70.21,166,4.8
26.93,92.24,10,3.3
23.67,62.4,10,4.3
36.31,70.86,194,3.9
36.16,70.13,252,4.2
36.91,71.25,279,3.6
36.95,70.53,150,4.1
29.7,88.23,34,3.5
37.1,69.48,248,5.7
33.73,67.99,33,4.2
13.77,93.78,89,4.2
29.73,88.14,10,3.6
36.76,71.39,226,4.2
27.12,75.4,10,3.7
36.44,70.28,269,3.8
28.72,76.49,10,3.1
29.64,84.31,10,3.6
29.59,84.23,10,3.4
23.89,93.81,20,3.7
26.51,93.29,33,3.6
25.5,92.6,5,2.2
32.69,75.88,5,4.3
13.96,93.12,10,4.6
27.76,85.37,20,4.7
36.8,70.78,100,4.7
36.34,70.87,150,4.8
25.4,94.86,94,4
31.52,86.58,30,4.3
32.87,76.21,10,4.1
27.62,85.64,20,3.7
36.8,70.78,200,4.4
36.34,71.5,100,4.1
25.68,91.92,5,3.1
36.72,71.33,150,5
36.73,71.7,200,3.8
27.22,89.34,20,3.7
30.5,70.12,20,4
38.89,72.76,50,4.1
30.32,79.88,10,3.6
26.24,93.44,12,4.2
6.36,94.99,10,4.9
39.64,69.94,40,4.8
36.94,70.2,200,4.6
17.21,60.7,10,4.9
31.72,69.78,10,4.1
37.93,73.72,200,4.8
36.57,70.2,200,4.4
7.9,92.66,50,4.7
30.92,78.28,5,3.3
36.34,70.62,180,6
36.2,78.29,50,4.6
28.29,84.22,30,4.7
8.32,91.78,10,5
32.53,95.31,10,4.6
24.84,72.19,10,3.3
36.61,70.16,200,4.5
35.99,71.2,100,4
27.51,85.58,10,4.5
13.17,94.5,100,4.9
11.1,94.1,50,4.4
36.8,68.13,33,4.4
26.73,95.31,11,3.9
29.7,69.62,10,4.6
29.35,80.66,10,2.4
28.59,77.22,10,2.4
33.62,81.71,10,3.9
32.57,76.14,10,2.5
35.6,70.2,90,3.8
32.6,76.6,9,1.9
32.59,76.6,5,1.8
30.98,68.93,10,3.3
24.47,92.84,31,3.7
36.72,71.76,100,4.2
24.47,92.93,25,3.6
28.99,77.31,24,2.3
20.9,94.89,104,4.5
38.23,74.23,247,4.6
29.87,82.15,10,3.7
22.82,93.82,13,4.4
9.38,93.3,15,4.5
37.31,71.8,83,4.2
38.42,75.77,151,4.1
36.73,69.96,150,4.1
36.44,67.75,33,3.9
25.63,91.88,9,3.1
25.64,91.9,5,3
35.1,72.88,38,3.3
22.8,94.11,33,3.6
36.35,84.25,10,4.3
25.61,91.8,17,2.2
36.34,70.6,256,3.7
10.72,91.84,33,3.5
36.86,69.95,225,4.6
26.85,89.13,10,4
27.74,84.84,10,3.9
26.27,92.41,34,4
29.28,80.93,10,2.9
10.54,94.16,115,3.7
27.79,85.63,10,3.8
30.44,97.79,33,4.1
34.78,78.46,33,4.1
36.54,71.41,307,3.6
25.81,73.21,7,3.6
38.43,72.53,10,5.4
36.79,70.78,156,3.8
36.38,70.44,225,4.3
5.96,87.93,38,4.1
30.58,93.31,10,4.8
36.46,71.71,383,4.3
30.9,79.95,10,2.6
25.25,92.49,22,3.1
38.25,72.24,10,4
36.34,99.9,10,4.5
27.76,66.3,10,5.2
27.42,66.16,10,4.6
26.44,92.45,34,2.8
26.3,96.39,7,4
36.41,71.18,182,3.9
24.54,96.46,13,4
36.86,71.13,100,4
24.91,93.95,33,3.2
39.57,70.99,10,4.9
35.45,71.56,33,3.9
27.83,88.1,68,3.6
36.44,70.67,166,4.1
36.43,70.61,179,3.6
36.73,70.27,241,4
36.9,70.51,158,4.6
24.68,93.4,9,3.4
27.73,66.14,10,4.8
26.4,90.75,15,4
6.39,60.2,10,4.8
32.53,76.11,10,3.4
27.85,85.65,8,3.9
3.76,96.69,27,5.1
36.38,70.27,200,4.2
2.15,99.42,126,5
23.86,94.16,40,4.1
24.18,94.54,120,3.8
27.62,86.6,10,4
39.77,73.39,55,3.9
36.75,70.39,100,3.9
25.83,90.53,10,4.9
39.11,66.28,30,5.1
36.6,71.12,100,4.4
26.94,75.25,10,3.4
34.37,69.23,35,4.3
36.33,70.59,130,3.8
36.38,70.6,100,5
36.37,69.85,120,3.6
36.93,70.86,100,5.2
27.54,85.27,10,4
36.28,71.17,203,6.8
26.4,93.23,30,2.8
36.6,69.95,200,4.6
36.23,70.87,220,4
29.95,80.27,10,3.7
36.5,70.85,110,3.8
36.25,70.64,110,4
26.6,90.86,10,3.9
0.3,96.53,10,5
27.54,86.12,10,4
36.66,71.2,150,3.9
24.84,94.21,60,4.5
37.41,71.99,200,4.3
23.1,94.66,130,6.9
23.11,94.39,10,3.3
23.78,94.9,33,4.7
23.5,93.29,5,3.5
24.95,92.46,10,3.2
35.68,69.9,100,3.9
36.77,71.46,100,4.3
36.24,70.55,90,4.9
28.29,87.25,10,3.8
0.25,98.81,10,5.3
36.5,71.37,200,4.3
25.58,91.2,5,3.5
12.98,92.32,10,4.3
24.86,92.76,10,3.7
28.49,87.95,30,4.4
10.58,93.4,10,5.1
36.56,69.75,220,5.1
36.31,70.77,100,4.4
2.7,96.39,33,4.9
9.93,93.23,30,4
24.67,96.93,50,4.1
32.2,95.22,10,4.3
32.54,94.93,10,4.5
27.99,85.2,150,3.7
37.25,71.76,120,5.2
10.57,91.43,10,4.8
28.5,85.36,10,4
35.37,81.58,33,3.8
37.38,72.16,150,4.5
35.99,70.12,100,3.6
39.67,74.17,10,4.4
38.46,75.53,140,4.1
36.61,70.46,100,4.4
22.23,94.52,100,4.2
37.25,72.48,103,3.9
29.95,88.32,10,3
22.85,92.81,12,2.9
38.24,73.14,193,4.8
38.6,74.15,274,4.7
36.88,71.61,313,4.6
30.7,79.93,12,4
30.2,79.92,10,3.6
29.53,79.18,10,2.7
23.74,94.28,4,3.1
26.37,92.56,12,2.9
28.7,92.18,10,3.5
26.45,92.98,38,3.2
25.44,91.71,24,4.1
2.88,89.59,10,4.8
36.72,70.96,261,4.2
28.38,85.88,10,3.8
26.24,92.82,36,3.4
23.3,70.38,10,3.3
11.32,91.47,24,4.5
11.4,91.49,10,5.2
28.65,76.97,10,2.3
30.42,69.86,10,4.1
32.6,94.78,10,5.4
27.84,84.59,10,4.2
36.49,70.75,300,4.3
36.13,71.5,224,4.7
24.38,94.19,84,4.6
24.48,94.37,20,3.9
36.41,68.39,33,4.1
24.36,72.58,39,3.1
3.71,92.87,10,4.7
3.4,93.2,10,4.6
3.77,92.85,10,4.6
3.8,92.85,4,4.4
30.61,66.37,10,5.1
30.63,66.5,10,5
30.85,66.29,10,5.6
27.92,85.55,10,3.4
27.89,85.53,10,4
23.5,70.35,10,3.3
36.7,71.31,271,4.1
39.92,75.54,10,4.3
39.17,75.99,10,4.1
36.68,70.42,146,4.9
26.13,90.28,33,4
26.44,88.96,10,3.1
36.36,71.39,272,3.8
26.45,99,64,5
26.69,98.83,51,4.9
25.56,91.59,16,3.3
17.47,73.81,10,3.7
32.63,95.22,10,4.3
17.42,73.68,10,3.3
17.39,73.82,10,3.6
17.4,73.79,10,2.1
17.37,73.82,9,3.5
22.84,93.1,33,4.5
34.96,69.6,33,4.1
24.91,92.11,15,3.5
28.83,87.52,10,4.1
17.48,73.92,12,3.6
23.92,94.55,80,3.8
28.48,87.55,10,4.1
28.15,87.87,10,3.3
28.28,87.36,10,5
28.46,87.46,4,4.8
28.49,87.47,10,3.3
17.51,73.79,17,2.7
28.29,87.56,10,4
32.7,76.17,10,2.8
33.3,75.81,10,2.9
28.44,87.7,10,3.8
27.68,85.12,10,4
33.16,75.61,10,4.3
17.4,73.77,10,2.3
17.24,73.7,10,2.7
28.69,87.69,10,3.5
26.5,96.82,47,4.2
24.85,94.57,83,3.6
36.12,78.6,150,4
14.95,79.32,38,4
14.94,79.4,11,4.1
27.9,85.51,10,4.2
36.7,70.9,261,4
23.31,70.26,10,3.5
17.41,73.85,10,2.6
36.31,70.97,211,4.5
28.67,77.25,19,2.5
31.13,92.43,33,4
24.1,93.38,16,3.7
36.15,70.6,100,4.4
36.8,70.97,250,3.9
36.71,71.14,150,3.9
25.11,99.47,35,3.9
36.62,70.64,200,4.3
36.3,70.19,100,4.5
38.38,72.57,10,4.1
27.92,94.1,10,4.1
27.4,92.63,5,4
30.7,80.46,10,3.8
36.58,71.23,150,4.3
22.65,93.86,30,3.8
37.71,71.84,150,5.3
28.66,76.65,5,2.7
25.74,95.14,90,4.2
36.66,71.21,120,5
17.29,73.81,10,3.6
27.61,92.75,10,3.4
27.79,84.57,10,3.8
36.5,69.98,100,5.2
36.46,71.1,37,4.3
37.13,71.25,110,4.5
36.9,67.65,20,4.2
27.34,92.79,5,2.9
28.29,85.34,10,3.6
1.78,98.21,30,4.9
35.87,73.33,35,4.4
2.13,97.63,30,5.2
22.72,94.37,100,4.8
38.47,75.54,150,4.5
31.93,85.32,10,4
24.44,94.3,10,3.9
35.69,70.76,227,5.8
36.94,71.7,199,5.3
24.15,93.65,10,3
27.31,95.2,5,4.3
35.94,70.56,255,5.3
38.98,74.11,10,6.3
39.62,74.79,10,3.9
22.71,92.25,10,5.4
32.18,68.65,50,4.3
23.18,94.18,5,4
39.58,72.61,15,4.5
28.79,87.43,10,4.4
39.67,73.6,10,5.2
39.25,73.92,20,4.6
24.48,92.12,10,3.6
39.52,73.98,80,5.4
29.36,81.26,10,4.4
29.46,81.48,10,3.9
38.61,73.6,60,4.3
30.16,70.7,10,4.4
21.33,94.18,171,3.6
39.4,73.31,10,3.8
39.73,73.53,10,3.8
39.33,74.38,15,4
36.3,69.85,257,3.9
39.29,69.96,10,5.3
24.98,95.11,132,4.8
29.48,81.22,10,4
20.77,93.98,80,3.4
25.9,95.26,21,2.7
25.12,94.37,35,3.5
36.73,69.1,272,4
37.65,72.14,130,4.4
39.36,73.63,360,4.7
25.98,95.6,115,3.8
29.94,70.32,10,3.6
22.42,93.57,33,3.6
39.87,73.68,33,3.6
25.2,94.53,79,3.8
24.83,94.89,125,3.6
38.38,74.7,272,4.4
36.53,70.38,262,4.5
37.8,71.9,303,4
37.12,71.62,318,4.1
35.21,73.4,33,3.4
36.6,70.65,261,4.5
28.99,84.1,10,3.5
29.4,81.22,13,4
27.88,86.14,10,3.1
38.42,72.43,10,4.5
36.85,71.76,200,3.8
36.23,71.56,264,3.9
36.8,72.18,211,3.5
30.37,79.29,10,3.9
2.12,95.3,33,5
36.49,71.35,250,4.1
2.8,94.77,33,4.8
30.44,66.12,33,4.8
36.63,72.44,100,3.7
36.32,70.59,220,4.3
36.75,71.45,314,3.9
36.46,70.35,250,4.6
24.51,94.52,107,3.9
11.83,95.31,10,3.5
26.44,93.36,41,3.2
15.52,93.84,37,3.9
2.28,89.59,10,4.1
24.19,94.49,8,2.9
21.64,72.49,7,4.2
30.67,98.7,10,4.2
31.15,74.22,30,4.4
38.26,73.17,218,4.3
39.66,71.75,10,3.9
1.75,89.89,15,4.5
36.6,70.46,200,3.8
36.95,71.61,322,4.1
35.62,69.89,115,3.5
22.97,93.99,168,4.4
39.74,73.25,10,4.9
31.36,77.6,8,3.4
37.26,72.3,297,3.8
39.97,74.72,10,3.7
12.81,93.22,66,4.2
36.57,71.14,280,4.3
36.65,70.42,200,4.2
26.49,92.36,34,3.8
38.35,74.83,185,4.7
21.68,94.23,120,5.1
24.73,94.27,27,4
39.98,73.16,10,4.2
28.42,87.63,10,3.4
38.2,72.59,78,4.7
21.88,99.44,30,4.6
29.69,94.72,33,4.4
24.71,94.31,10,3.5
2.5,97.55,35,5.1
21.35,94.61,123,5.3
31.45,77.67,16,2.7
31.33,77.55,10,3.9
1.62,99.72,144,4.7
2.8,95.66,33,4.7
36.54,71.36,230,3.8
3.8,96.33,33,4.9
34.19,72.4,33,4.3
24.54,94.43,101,3.7
39.99,74.68,36,3.7
36.25,69.97,115,4.2
28.58,95.58,19,3.4
35.37,68.59,10,4.8
36.44,70.61,268,4
37.89,72.22,143,4.6
38.6,72.7,33,3.9
39.72,72.69,33,4.3
39.86,74.1,244,4.3
39.38,71.79,10,3.9
36.16,70.82,253,4
39.69,73.49,10,4.1
7.51,92.73,15,3.6
8.22,93.3,15,4.5
36.38,70.92,200,4.7
37.55,72.3,242,4.9
25.65,90.84,8,3.3
34.39,86.27,10,4.4
39.56,74.74,10,4.3
35.29,81.1,33,3.6
36.81,71.19,248,4.1
29.78,80.42,14,2.9
29.13,76.89,10,3.4
39.9,72.39,10,4.9
39.75,73.6,10,4
36.48,71.2,251,4.2
22.61,94.49,118,4.6
36.56,70.53,152,4.4
31.97,77.98,20,3.5
30.69,66.24,10,4.7
12.1,93.79,97,3.6
30.96,78.14,10,3.5
22.57,95.96,33,3.2
27.56,92.8,10,3.8
37.22,71.96,285,4.3
25.65,93.22,10,3.3
24.86,94.14,53,3.3
25.58,93.55,9,3.2
28.11,76.13,30,3.8
36.46,71.32,289,3.8
36.45,71.7,232,3.6
25.6,93.21,10,3.1
23.85,94.39,106,5.4
35.45,69.33,171,4
20.95,94.27,88,6.7
20.88,94.45,90,4
29.8,80.38,12,3
27.75,61.75,10,4.3
24.26,94.44,105,3.4
9.9,94.47,10,4.4
31.34,73.41,36,3.7
31.35,77.61,7,4.5
31.42,77.61,10,3.2
31.34,77.57,10,4.3
31.35,77.39,10,2.7
31.44,77.57,10,2.8
31.32,77.54,10,3.9
31.46,77.59,10,3.5
31.5,77.63,10,3.7
29.95,66.14,10,3.9
23.93,93.71,77,3.7
29.55,81,10,2.7
36.7,77.39,90,4
32.79,76.29,10,3.9
25.81,93.17,16,3.1
32.75,76.33,10,2.6
28.15,88.55,129,3.3
36.33,70.39,126,4.5
25.69,90.84,10,3.6
36.55,70.53,220,3.9
36.52,70.68,291,4.1
24.7,93.39,11,3.2
34.18,86.9,10,4.4
36.36,71.52,224,4
0.79,98.5,30,5.8
35.99,70.12,90,4.5
34.87,72.21,33,4.4
28.93,94.93,25,4.7
24.43,94.43,96,4
26.53,92,10,3.6
28.49,76.76,10,2.4
36.49,71.12,100,3.6
27.36,97.29,20,4.1
27.87,92.11,15,3.9
13.62,92.69,5,4.1
27.75,86.25,10,4.1
35.1,72.53,30,4.7
27.18,94.54,10,3.6
28.35,95.2,10,4.1
26.68,89.41,10,3.5
30.5,82.89,20,4.2
36.24,70.28,120,4.3
29.59,82.53,30,4.6
28.59,76.63,10,4.6
9.7,93.51,80,4.2
36.48,70.27,200,4.5
17.7,73.68,10,3.3
26.95,92.45,10,4.3
35.69,70.81,35,4.6
36.53,70.65,150,4.1
10.89,91.51,35,4.7
36.67,70.84,225,4.3
9.93,91.46,10,4.7
24.44,93.82,50,4.1
27.13,90.2,10,4.5
26.92,93.64,10,4.2
26.76,88.43,10,3.1
27.76,85.72,5,4.3
7.98,92.12,38,3.4
10.51,92.83,33,3.7
29.54,98.16,66,4.2
32.3,97.27,10,4.2
39.8,70.41,100,4
37.58,71.73,130,5
26.73,92.57,34,3.9
24.99,95.54,23,5.2
30.44,99.96,40,5.4
25.94,68.3,10,4.7
30.87,99.85,10,4
7.96,94.28,30,4.7
28.92,65.94,10,4.5
36.62,70.44,200,4.2
25.8,94.89,90,3.6
23.62,69.91,15,3.7
30.53,78.98,10,3.9
36.48,70.61,200,4
30.28,99.43,10,4.8
8.3,94.25,10,4.1
37.74,72.62,200,4.3
37.16,72.38,100,4.5
27.38,65.11,10,4.4
35.1,73.45,10,5
30.9,88.59,10,4.1
37.4,71.9,156,4.8
28.95,76.85,20,2.5
31.48,77.74,10,2.7
2.24,99.76,126,5.3
24.78,94.7,112,3.6
34.5,75.53,33,3.7
36.53,70.22,100,4.5
34.34,68.9,33,4
36.85,71.57,231,4.4
26.39,92.99,32,4
34.76,69.44,158,4.4
27.67,86.29,10,3.7
28.93,78.11,10,3
36.65,70.92,268,4.1
27.84,87.37,12,4.3
25.34,94.92,104,4.5
25.22,95.35,15,4.5
5.49,75.92,10,5.1
36.73,67.72,33,4.5
27.1,92.2,10,3.2
29.96,80.25,14,3.4
29.99,80.17,4,3.4
32.97,75.92,10,3.7
25.37,91.79,10,3.9
36.72,71.54,277,4.1
37.21,72.24,163,4.3
36.81,71.55,247,4.2
37.88,72.1,100,4.1
36.52,71.6,184,4.1
29.69,80.39,4,3.6
36.87,70.52,195,5
36.72,70.7,263,4.4
36.97,71.52,230,4.5
32.87,94.56,33,5.9
4.63,61.17,10,5.1
22.63,92.6,10,3.1
24.84,91.8,14,4.4
32.1,94.79,10,4.3
36.2,71.65,100,5.1
30.85,69.6,10,4.7
24.88,91.8,10,3.8
37.71,71.79,182,4.7
24.79,94.8,36,3.9
34.74,72.42,33,3.1
36.56,70.78,225,4.4
25.81,90.25,7,4.7
39.23,70.64,33,4.2
36.9,71.82,100,3.7
37.38,72.23,251,4.4
34.31,72.11,10,4.2
36.4,70.79,207,4.4
7.88,91.95,41,4.7
22.96,94.31,100,4.8
23.23,92.78,11,5
29.85,80.15,32,3.3
21.79,93.55,30,3.9
38.4,74.29,205,3.9
36.3,71.11,200,4.2
21.8,62.15,10,5.3
26.27,95.6,69,3.4
18.76,76.57,15,2.5
38.28,73.73,200,4.2
23.45,70.15,17,3.3
2.1,96.29,30,5
35.78,68.8,100,4.3
36.87,70.78,200,4
26.54,93.2,53,3.6
26.51,92.58,40,3.5
36.61,77.39,100,4.2
7.19,91.9,30,3.5
37.74,69.2,50,3.6
10.45,93.67,10,3.9
37.39,71.56,100,4.9
24.67,92.38,28,4.7
24.6,93.66,38,3.2
36.71,70.57,200,5.6
37.65,72,200,3.9
31.43,75.78,10,3.7
27.75,76.56,10,4.5
26.41,93.34,30,3.4
36.97,70.67,10,3.9
32.59,96.57,10,4.6
36.7,71.22,90,4.7
36.38,70.12,200,4.5
23.15,64.82,10,4.2
27.99,91.74,5,4
37.1,71.51,100,4.8
36.51,70.92,260,4.1
36.26,69.76,200,3.8
27.86,65.93,20,4.2
30.46,78.1,10,3.4
26.45,93.31,38,3.3
24.69,94.7,24,3.3
24.79,94.5,85,3.4
33.52,72.4,10,4.3
17.25,73.84,10,4.3
13,92.97,10,4.6
